cluster_id	representative	plddt_mean	length	n_members	mmseqs_rep	selected_by	members
CLS000285	O14269	44.64	551	1	O14269	plddt_then_length	O14269
CLS000286	O14273	49.01	647	1	O14273	plddt_then_length	O14273
CLS000287	O15014	45.18	1411	2	O15014	plddt_then_length	O15014;Q8BZ47
CLS000288	O15231	49.43	689	1	O15231	plddt_then_length	O15231
CLS000289	Q9EQR6	82.97	623	2	O15287	plddt_then_length	O15287;Q9EQR6
CLS000290	O17581	91.95	593	1	O17581	plddt_then_length	O17581
CLS000291	O17582	54.11	1311	1	O17582	plddt_then_length	O17582
CLS000292	O17828	74.70	526	1	O17828	plddt_then_length	O17828
CLS000293	O18191	70.26	1505	1	O18191	plddt_then_length	O18191
CLS000294	O20159	41.32	695	1	O20159	plddt_then_length	O20159
CLS000295	O22799	60.84	623	1	O22799	plddt_then_length	O22799
CLS000296	O23144	71.21	612	1	O23144	plddt_then_length	O23144
CLS000297	O23277	80.15	1330	1	O23277	plddt_then_length	O23277
CLS000298	O27893	92.27	522	1	O27893	plddt_then_length	O27893
CLS000299	O27944	83.86	633	1	O27944	plddt_then_length	O27944
CLS000300	O28078	91.97	508	1	O28078	plddt_then_length	O28078
CLS000301	O28161	49.58	741	1	O28161	plddt_then_length	O28161
CLS000302	O28251	81.06	607	1	O28251	plddt_then_length	O28251
CLS000303	O28422	93.60	614	1	O28422	plddt_then_length	O28422
CLS000304	O28648	80.74	581	1	O28648	plddt_then_length	O28648
CLS000305	O29350	85.17	565	1	O29350	plddt_then_length	O29350
CLS000306	O31745	76.82	576	1	O31745	plddt_then_length	O31745
CLS000307	O31945	91.66	839	1	O31945	plddt_then_length	O31945
CLS000308	O32101	68.22	1076	1	O32101	plddt_then_length	O32101
CLS000309	O32389	85.75	670	2	O32389	plddt_then_length	B2RH58;O32389
CLS000310	B2RH59	88.14	550	2	O32390	plddt_then_length	B2RH59;O32390
CLS000311	P56975	50.21	720	2	O35181	plddt_then_length	O35181;P56975
CLS000312	O42637	81.18	797	1	O42637	plddt_then_length	O42637
CLS000313	O42910	71.46	658	1	O42910	plddt_then_length	O42910
CLS000314	O42948	70.81	1026	1	O42948	plddt_then_length	O42948
CLS000315	O43013	42.07	533	1	O43013	plddt_then_length	O43013
CLS000316	O43952	65.67	725	1	O43952	plddt_then_length	O43952
CLS000317	O44749	59.66	515	1	O44749	plddt_then_length	O44749
CLS000318	O53113	71.12	703	1	O53113	plddt_then_length	O53113
CLS000319	O53508	93.30	516	1	O53508	plddt_then_length	O53508
CLS000320	O53582	91.08	627	1	O53582	plddt_then_length	O53582
CLS000321	O54003	80.90	654	1	O54003	plddt_then_length	O54003
CLS000322	O59740	50.02	522	1	O59740	plddt_then_length	O59740
CLS000323	O59779	38.63	658	1	O59779	plddt_then_length	O59779
CLS000324	O60099	50.92	515	1	O60099	plddt_then_length	O60099
CLS000325	O60174	79.20	582	1	O60174	plddt_then_length	O60174
CLS000326	O64584	73.53	825	1	O64584	plddt_then_length	O64584
CLS000327	O64851	64.66	532	1	O64851	plddt_then_length	O64851
CLS000328	O67301	88.78	564	1	O67301	plddt_then_length	O67301
CLS000329	O67428	81.99	617	1	O67428	plddt_then_length	O67428
CLS000330	O70394	78.16	623	1	O70394	plddt_then_length	O70394
CLS000331	O74338	51.64	700	1	O74338	plddt_then_length	O74338
CLS000332	O74434	49.66	626	1	O74434	plddt_then_length	O74434
CLS000333	O74481	78.55	561	1	O74481	plddt_then_length	O74481
CLS000334	O74500	45.84	736	1	O74500	plddt_then_length	O74500
CLS000335	O74535	60.82	710	1	O74535	plddt_then_length	O74535
CLS000336	O74738	89.17	547	1	O74738	plddt_then_length	O74738
CLS000337	O74775	64.01	554	1	O74775	plddt_then_length	O74775
CLS000338	O74779	54.16	517	1	O74779	plddt_then_length	O74779
CLS000339	O74808	55.99	1238	1	O74808	plddt_then_length	O74808
CLS000340	O74949	78.33	521	1	O74949	plddt_then_length	O74949
CLS000341	O74994	87.00	746	1	O74994	plddt_then_length	O74994
CLS000342	P59240	72.00	1425	3	O75161	plddt_then_length	B0DOB4;O75161;P59240
CLS000343	O76187	87.87	766	1	O76187	plddt_then_length	O76187
CLS000344	O77374	38.16	1119	1	O77374	plddt_then_length	O77374
CLS000345	O80386	50.99	1058	1	O80386	plddt_then_length	O80386
CLS000346	O81959	98.27	598	2	O81959	plddt_then_length	O81959;Q8LLW7
CLS000347	O82804	50.25	695	1	O82804	plddt_then_length	O82804
CLS000348	O83062	85.69	657	1	O83062	plddt_then_length	O83062
CLS000349	O83066	72.36	722	1	O83066	plddt_then_length	O83066
CLS000350	O83160	87.46	856	1	O83160	plddt_then_length	O83160
CLS000351	O83209	53.52	627	1	O83209	plddt_then_length	O83209
CLS000352	O83273	72.56	1151	1	O83273	plddt_then_length	O83273
CLS000353	O83326	78.17	1039	1	O83326	plddt_then_length	O83326
CLS000354	O83389	77.93	791	1	O83389	plddt_then_length	O83389
CLS000355	O83444	83.59	622	1	O83444	plddt_then_length	O83444
CLS000356	O83500	64.36	525	1	O83500	plddt_then_length	O83500
CLS000357	O83575	79.18	678	1	O83575	plddt_then_length	O83575
CLS000358	O83586	69.75	614	1	O83586	plddt_then_length	O83586
CLS000359	O83602	62.94	677	1	O83602	plddt_then_length	O83602
CLS000360	O83607	80.34	605	1	O83607	plddt_then_length	O83607
CLS000361	O83771	71.92	539	1	O83771	plddt_then_length	O83771
CLS000362	O83827	70.24	1127	1	O83827	plddt_then_length	O83827
CLS000363	O83932	78.35	544	1	O83932	plddt_then_length	O83932
CLS000364	O83933	78.82	517	1	O83933	plddt_then_length	O83933
CLS000365	O83934	73.37	540	1	O83934	plddt_then_length	O83934
CLS000366	O83935	77.85	539	1	O83935	plddt_then_length	O83935
CLS000367	O83978	76.93	644	1	O83978	plddt_then_length	O83978
CLS000368	O84883	43.31	591	1	O84883	plddt_then_length	O84883
CLS000369	O86682	82.02	1294	1	O86682	plddt_then_length	O86682
CLS000370	O86683	87.74	974	1	O86683	plddt_then_length	O86683
CLS000371	O94254	37.52	819	1	O94254	plddt_then_length	O94254
CLS000372	O94317	51.05	534	1	O94317	plddt_then_length	O94317
CLS000373	O94358	37.65	845	1	O94358	plddt_then_length	O94358
CLS000374	O94368	67.56	697	1	O94368	plddt_then_length	O94368
CLS000375	O94378	45.16	860	1	O94378	plddt_then_length	O94378
CLS000376	O94441	83.44	862	1	O94441	plddt_then_length	O94441
CLS000377	O94452	65.97	661	1	O94452	plddt_then_length	O94452
CLS000378	O94602	38.50	557	1	O94602	plddt_then_length	O94602
CLS000379	O94717	42.70	956	1	O94717	plddt_then_length	O94717
CLS000380	O94719	49.71	845	1	O94719	plddt_then_length	O94719
CLS000381	O94854	37.15	1291	1	O94854	plddt_then_length	O94854
CLS000382	O96133	56.41	1979	1	O96133	plddt_then_length	O96133
CLS000383	O96160	39.59	1745	1	O96160	plddt_then_length	O96160
CLS000384	O96185	47.84	2573	1	O96185	plddt_then_length	O96185
CLS000385	O96668	62.98	1402	1	O96668	plddt_then_length	O96668
CLS000386	O97237	58.63	1139	1	O97237	plddt_then_length	O97237
CLS000387	O97302	68.77	1086	1	O97302	plddt_then_length	O97302
CLS000388	P04931	43.40	537	1	P04931	plddt_then_length	P04931
CLS000389	P05469	89.27	594	1	P05469	plddt_then_length	P05469
CLS000390	P06529	91.37	576	1	P06529	plddt_then_length	P06529
CLS000391	P06779	81.42	565	1	P06779	plddt_then_length	P06779
CLS000392	P07252	82.98	654	1	P07252	plddt_then_length	P07252
CLS000393	P07856	31.26	1186	1	P07856	plddt_then_length	P07856
CLS000394	P07916	37.63	750	1	P07916	plddt_then_length	P07916
CLS000395	P08098	61.80	529	1	P08098	plddt_then_length	P08098
CLS000396	P08399	43.63	672	1	P08399	plddt_then_length	P08399
CLS000397	P08468	80.30	800	1	P08468	plddt_then_length	P08468
CLS000398	P08796	81.70	514	1	P08796	plddt_then_length	P08796
CLS000399	P08798	58.54	514	1	P08798	plddt_then_length	P08798
CLS000400	P09333	90.81	1004	1	P09333	plddt_then_length	P09333
CLS000401	P9WKN0	84.26	672	3	P0A5D8	plddt_then_length	P0A5D8;P9WKN0;P9WKN1
CLS000402	P0C8L8	61.87	782	1	P0C8L8	plddt_then_length	P0C8L8
CLS000403	P0C945	39.00	1696	1	P0C945	plddt_then_length	P0C945
CLS000404	P0CB21	50.78	708	1	P0CB21	plddt_then_length	P0CB21
CLS000405	P0CB23	77.21	1050	1	P0CB23	plddt_then_length	P0CB23
CLS000406	P0CD64	75.04	1650	1	P0CD64	plddt_then_length	P0CD64
CLS000407	P0CG12	47.16	524	1	P0CG12	plddt_then_length	P0CG12
CLS000408	B2RYL1	42.20	533	3	P0CG14	plddt_then_length	B2RYL1;P0CG10;P0CG14
CLS000409	P0CQ04	56.71	1076	2	P0CQ04	plddt_then_length	P0CQ04;P0CQ05
CLS000410	P0CS57	81.84	595	2	P0CS57	plddt_then_length	P0CS56;P0CS57
CLS000411	P0CT47	77.01	930	1	P0CT47	plddt_then_length	P0CT47
CLS000412	P0CV01	60.27	510	1	P0CV01	plddt_then_length	P0CV01
CLS000413	P0CV36	52.92	517	1	P0CV36	plddt_then_length	P0CV36
CLS000414	P0CV42	55.65	522	2	P0CV43	plddt_then_length	P0CV42;P0CV43
CLS000415	P0CV45	56.27	556	1	P0CV45	plddt_then_length	P0CV45
CLS000416	P0CV57	57.41	720	1	P0CV57	plddt_then_length	P0CV57
CLS000417	P0CV58	61.29	560	1	P0CV58	plddt_then_length	P0CV58
CLS000418	P0CY38	54.70	623	1	P0CY38	plddt_then_length	P0CY38
CLS000419	P0DJ29	59.74	578	2	P0DJ28	plddt_then_length	P0DJ28;P0DJ29
CLS000420	P0DKC1	69.71	576	2	P0DKC0	plddt_then_length	P0DKC0;P0DKC1
CLS000421	P0DKL2	40.04	1059	1	P0DKL2	plddt_then_length	P0DKL2
CLS000422	P0DOC6	67.66	1389	1	P0DOC6	plddt_then_length	P0DOC6
CLS000423	P0DPB7	89.90	1437	1	P0DPB7	plddt_then_length	P0DPB7
CLS000424	P0DPB8	82.27	1120	1	P0DPB8	plddt_then_length	P0DPB8
CLS000425	P0DPS1	87.52	866	1	P0DPS1	plddt_then_length	P0DPS1
CLS000426	P11437	66.81	907	1	P11437	plddt_then_length	P11437
CLS000427	P11929	69.18	820	1	P11929	plddt_then_length	P11929
CLS000428	P12304	63.02	549	1	P12304	plddt_then_length	P12304
CLS000429	P13463	42.31	678	1	P13463	plddt_then_length	P13463
CLS000430	P13816	65.79	678	1	P13816	plddt_then_length	P13816
CLS000431	P13983	55.33	620	1	P13983	plddt_then_length	P13983
CLS000432	P13989	84.95	702	1	P13989	plddt_then_length	P13989
CLS000433	P14198	61.86	678	1	P14198	plddt_then_length	P14198
CLS000434	P14380	60.07	775	1	P14380	plddt_then_length	P14380
CLS000435	P14932	70.53	804	1	P14932	plddt_then_length	P14932
CLS000436	P15305	44.90	515	1	P15305	plddt_then_length	P15305
CLS000437	P15345	87.80	954	1	P15345	plddt_then_length	P15345
CLS000438	P15362	84.50	580	1	P15362	plddt_then_length	P15362
CLS000439	P15391	62.55	556	2	P15391	plddt_then_length	P15391;Q3LRP3
CLS000440	P15489	37.43	529	1	P15489	plddt_then_length	P15489
CLS000441	P15502	35.97	786	1	P15502	plddt_then_length	P15502
CLS000442	P15711	68.13	924	1	P15711	plddt_then_length	P15711
CLS000443	P16128	52.43	756	1	P16128	plddt_then_length	P16128
CLS000444	P16320	79.65	1056	1	P16320	plddt_then_length	P16320
CLS000445	P17813	79.81	658	1	P17813	plddt_then_length	P17813
CLS000446	P18154	54.72	511	2	P18154	plddt_then_length	P11872;P18154
CLS000447	P18593	43.88	673	1	P18593	plddt_then_length	P18593
CLS000448	P19467	70.52	573	1	P19467	plddt_then_length	P19467
CLS000449	P19471	84.06	529	1	P19471	plddt_then_length	P19471
CLS000450	P20048	85.96	519	1	P20048	plddt_then_length	P20048
CLS000451	Q0VGU4	60.66	617	3	P20156	plddt_then_length	O15240;P20156;Q0VGU4
CLS000452	P20398	35.91	591	1	P20398	plddt_then_length	P20398
CLS000453	P20676	42.09	1076	1	P20676	plddt_then_length	P20676
CLS000454	P20736	79.64	650	1	P20736	plddt_then_length	P20736
CLS000455	P20910	86.90	550	1	P20910	plddt_then_length	P20910
CLS000456	P21134	27.73	532	1	P21134	plddt_then_length	P21134
CLS000457	P21268	61.25	830	1	P21268	plddt_then_length	P21268
CLS000458	P22293	51.75	1325	1	P22293	plddt_then_length	P22293
CLS000459	P22751	88.58	749	1	P22751	plddt_then_length	P22751
CLS000460	P22795	94.61	592	1	P22795	plddt_then_length	P22795
CLS000461	P23182	35.97	618	1	P23182	plddt_then_length	P23182
CLS000462	P23226	43.68	1185	1	P23226	plddt_then_length	P23226
CLS000463	P23351	71.70	508	1	P23351	plddt_then_length	P23351
CLS000464	P23643	78.52	1011	1	P23643	plddt_then_length	P23643
CLS000465	P23745	46.98	600	3	P23745	plddt_then_length	P22620;P23745;Q8I5D2
CLS000466	P23792	56.46	568	1	P23792	plddt_then_length	P23792
CLS000467	P24349	42.60	1201	1	P24349	plddt_then_length	P24349
CLS000468	P24856	53.52	790	1	P24856	plddt_then_length	P24856
CLS000469	P25028	49.69	696	1	P25028	plddt_then_length	P25028
CLS000470	P25203	36.58	528	1	P25203	plddt_then_length	P25203
CLS000471	P25579	52.52	583	1	P25579	plddt_then_length	P25579
CLS000472	P25918	60.82	547	1	P25918	plddt_then_length	P25918
CLS000473	P27766	87.46	567	1	P27766	plddt_then_length	P27766
CLS000474	P31111	69.87	875	1	P31111	plddt_then_length	P31111
CLS000475	P31569	39.76	630	1	P31569	plddt_then_length	P31569
CLS000476	P31877	89.82	546	1	P31877	plddt_then_length	P31877
CLS000477	P31916	68.24	758	1	P31916	plddt_then_length	P31916
CLS000478	P32022	66.23	1278	2	P32022	plddt_then_length	P23502;P32022
CLS000479	P32323	53.17	725	1	P32323	plddt_then_length	P32323
CLS000480	P32334	42.78	1306	1	P32334	plddt_then_length	P32334
CLS000481	P32389	55.45	672	1	P32389	plddt_then_length	P32389
CLS000482	P32432	48.35	683	1	P32432	plddt_then_length	P32432
CLS000483	P32448	58.94	525	1	P32448	plddt_then_length	P32448
CLS000484	P32522	79.98	965	1	P32522	plddt_then_length	P32522
CLS000485	P32618	59.73	956	1	P32618	plddt_then_length	P32618
CLS000486	P32767	88.26	1081	1	P32767	plddt_then_length	P32767
CLS000487	P32828	68.38	619	1	P32828	plddt_then_length	P32828
CLS000488	P32985	87.41	582	1	P32985	plddt_then_length	P32985
CLS000489	P33304	58.01	620	1	P33304	plddt_then_length	P33304
CLS000490	P33306	46.33	851	1	P33306	plddt_then_length	P33306
CLS000491	P34090	89.74	699	1	P34090	plddt_then_length	P34090
CLS000492	P34116	88.10	734	1	P34116	plddt_then_length	P34116
CLS000493	P34250	53.97	1132	1	P34250	plddt_then_length	P34250
CLS000494	P34266	75.35	532	1	P34266	plddt_then_length	P34266
CLS000495	P34278	54.10	1010	1	P34278	plddt_then_length	P34278
CLS000496	P34304	70.55	643	1	P34304	plddt_then_length	P34304
CLS000497	P34333	60.89	1778	1	P34333	plddt_then_length	P34333
CLS000498	P34427	54.40	962	1	P34427	plddt_then_length	P34427
CLS000499	P34431	74.36	517	1	P34431	plddt_then_length	P34431
CLS000500	P34450	50.44	582	1	P34450	plddt_then_length	P34450
CLS000501	P34478	56.29	691	1	P34478	plddt_then_length	P34478
CLS000502	P34487	67.22	918	1	P34487	plddt_then_length	P34487
CLS000503	P34542	80.39	646	1	P34542	plddt_then_length	P34542
CLS000504	P34595	77.40	773	1	P34595	plddt_then_length	P34595
CLS000505	P34601	74.66	650	1	P34601	plddt_then_length	P34601
CLS000506	P34619	55.90	1000	1	P34619	plddt_then_length	P34619
CLS000507	P34651	57.03	824	1	P34651	plddt_then_length	P34651
CLS000508	P34706	39.74	2150	1	P34706	plddt_then_length	P34706
CLS000509	P34709	53.53	1475	1	P34709	plddt_then_length	P34709
CLS000510	P34758	50.42	872	1	P34758	plddt_then_length	P34758
CLS000511	P35649	37.76	578	1	P35649	plddt_then_length	P35649
CLS000512	P35827	94.09	939	1	P35827	plddt_then_length	P35827
CLS000513	P36084	66.14	527	1	P36084	plddt_then_length	P36084
CLS000514	P36085	69.68	766	1	P36085	plddt_then_length	P36085
CLS000515	P36111	46.19	568	1	P36111	plddt_then_length	P36111
CLS000516	P36148	79.18	743	1	P36148	plddt_then_length	P36148
CLS000517	P36417	57.10	708	1	P36417	plddt_then_length	P36417
CLS000518	P36495	47.19	1995	1	P36495	plddt_then_length	P36495
CLS000519	P38213	52.06	736	1	P38213	plddt_then_length	P38213
CLS000520	P38222	84.69	552	1	P38222	plddt_then_length	P38222
CLS000521	A6ZKY8	86.31	572	2	P38228	plddt_then_length	A6ZKY8;P38228
CLS000522	P38229	46.63	639	1	P38229	plddt_then_length	P38229
CLS000523	P38277	51.21	524	1	P38277	plddt_then_length	P38277
CLS000524	P38280	44.65	609	1	P38280	plddt_then_length	P38280
CLS000525	P38285	72.24	549	1	P38285	plddt_then_length	P38285
CLS000526	P38299	28.21	523	1	P38299	plddt_then_length	P38299
CLS000527	P38308	58.06	924	1	P38308	plddt_then_length	P38308
CLS000528	P38321	62.35	900	1	P38321	plddt_then_length	P38321
CLS000529	P38330	73.61	731	2	P38330	plddt_then_length	P38330;Q6FML6
CLS000530	P38335	56.77	694	1	P38335	plddt_then_length	P38335
CLS000531	P38338	73.75	688	1	P38338	plddt_then_length	P38338
CLS000532	P38586	85.26	570	1	P38586	plddt_then_length	P38586
CLS000533	P38731	84.47	627	2	P38731	plddt_then_length	P38731;P39980
CLS000534	P38732	91.93	585	1	P38732	plddt_then_length	P38732
CLS000535	P38739	54.74	605	1	P38739	plddt_then_length	P38739
CLS000536	P38775	91.96	560	1	P38775	plddt_then_length	P38775
CLS000537	P38818	88.91	585	1	P38818	plddt_then_length	P38818
CLS000538	P38835	54.04	850	1	P38835	plddt_then_length	P38835
CLS000539	P38871	59.16	571	1	P38871	plddt_then_length	P38871
CLS000540	P38882	77.47	575	1	P38882	plddt_then_length	P38882
CLS000541	P38900	55.97	624	1	P38900	plddt_then_length	P38900
CLS000542	P38966	68.90	869	1	P38966	plddt_then_length	P38966
CLS000543	P39011	87.94	633	1	P39011	plddt_then_length	P39011
CLS000544	P39336	64.33	604	1	P39336	plddt_then_length	P39336
CLS000545	P39391	83.05	521	1	P39391	plddt_then_length	P39391
CLS000546	P39393	86.21	906	1	P39393	plddt_then_length	P39393
CLS000547	P39523	50.54	943	1	P39523	plddt_then_length	P39523
CLS000548	P39690	29.79	708	1	P39690	plddt_then_length	P39690
CLS000549	P39705	52.56	539	1	P39705	plddt_then_length	P39705
CLS000550	P39717	66.94	880	1	P39717	plddt_then_length	P39717
CLS000551	P39732	68.10	760	1	P39732	plddt_then_length	P39732
CLS000552	P39991	49.52	1188	1	P39991	plddt_then_length	P39991
CLS000553	P40020	50.62	876	1	P40020	plddt_then_length	P40020
CLS000554	P40021	46.72	1076	2	P40021	plddt_then_length	A6ZQY2;P40021
CLS000555	P40077	67.25	573	1	P40077	plddt_then_length	P40077
CLS000556	P40095	51.32	573	1	P40095	plddt_then_length	P40095
CLS000557	P40357	61.37	651	2	P40357	plddt_then_length	P40357;Q6FY22
CLS000558	P40368	84.81	713	1	P40368	plddt_then_length	P40368
CLS000559	P40489	59.52	647	1	P40489	plddt_then_length	P40489
CLS000560	P40497	42.59	633	1	P40497	plddt_then_length	P40497
CLS000561	P40523	59.81	627	1	P40523	plddt_then_length	P40523
CLS000562	P40534	65.37	656	1	P40534	plddt_then_length	P40534
CLS000563	P40547	86.08	921	1	P40547	plddt_then_length	P40547
CLS000564	P40688	55.32	548	1	P40688	plddt_then_length	P40688
CLS000565	P40954	69.86	567	1	P40954	plddt_then_length	P40954
CLS000566	P40960	72.24	533	1	P40960	plddt_then_length	P40960
CLS000567	P41046	59.78	550	1	P41046	plddt_then_length	P41046
CLS000568	P41395	91.92	530	1	P41395	plddt_then_length	P41395
CLS000569	P41698	45.85	603	1	P41698	plddt_then_length	P41698
CLS000570	P41809	41.98	1802	1	P41809	plddt_then_length	P41809
CLS000571	P41954	45.35	1006	1	P41954	plddt_then_length	P41954
CLS000572	P41993	60.52	627	1	P41993	plddt_then_length	P41993
CLS000573	P42073	63.66	533	1	P42073	plddt_then_length	P42073
CLS000574	P42173	82.33	870	1	P42173	plddt_then_length	P42173
CLS000575	P42286	76.21	1379	2	P42286	plddt_then_length	P42286;Q6V3W0
CLS000576	P42835	47.65	1041	1	P42835	plddt_then_length	P42835
CLS000577	P43244	57.03	845	3	P43243	plddt_then_length	P43243;P43244;Q8K310
CLS000578	P43579	64.14	692	1	P43579	plddt_then_length	P43579
CLS000579	P43597	42.63	1233	1	P43597	plddt_then_length	P43597
CLS000580	P43606	76.73	678	1	P43606	plddt_then_length	P43606
CLS000581	P43611	69.25	510	1	P43611	plddt_then_length	P43611
CLS000582	P43638	59.72	1398	1	P43638	plddt_then_length	P43638
CLS000583	P44242	94.68	623	1	P44242	plddt_then_length	P44242
CLS000584	P45970	71.62	821	1	P45970	plddt_then_length	P45970
CLS000585	P45972	63.58	705	1	P45972	plddt_then_length	P45972
CLS000586	P46064	60.49	514	1	P46064	plddt_then_length	P46064
CLS000587	P46589	56.56	612	1	P46589	plddt_then_length	P46589
CLS000588	P46676	62.05	1062	1	P46676	plddt_then_length	P46676
CLS000589	P46679	66.63	850	1	P46679	plddt_then_length	P46679
CLS000590	P46945	64.27	554	1	P46945	plddt_then_length	P46945
CLS000591	P46949	48.78	817	1	P46949	plddt_then_length	P46949
CLS000592	A6ZUK8	88.74	817	2	P46951	plddt_then_length	A6ZUK8;P46951
CLS000593	P46987	66.83	611	2	P46987	plddt_then_length	A6ZQF3;P46987
CLS000594	P47046	45.51	822	1	P47046	plddt_then_length	P47046
CLS000595	P47050	76.86	842	1	P47050	plddt_then_length	P47050
CLS000596	P47069	61.49	682	1	P47069	plddt_then_length	P47069
CLS000597	P47084	90.52	519	1	P47084	plddt_then_length	P47084
CLS000598	P47101	64.17	745	2	P47101	plddt_then_length	A6ZPZ1;P47101
CLS000599	P47107	76.51	1121	1	P47107	plddt_then_length	P47107
CLS000600	P47113	53.27	574	1	P47113	plddt_then_length	P47113
CLS000601	P47171	76.95	1648	1	P47171	plddt_then_length	P47171
CLS000602	P47460	57.84	1805	1	P47460	plddt_then_length	P47460
CLS000603	P47483	65.53	620	2	P47483	plddt_then_length	P47483;P75441
CLS000604	P47484	79.51	630	2	P47484	plddt_then_length	P47484;P75440
CLS000605	P47533	85.82	543	1	P47533	plddt_then_length	P47533
CLS000606	P47653	59.90	1036	1	P47653	plddt_then_length	P47653
CLS000607	P47655	74.17	664	1	P47655	plddt_then_length	P47655
CLS000608	P47661	41.19	835	1	P47661	plddt_then_length	P47661
CLS000609	P50089	57.48	785	1	P50089	plddt_then_length	P50089
CLS000610	P50109	57.40	593	1	P50109	plddt_then_length	P50109
CLS000611	P50938	82.71	568	1	P50938	plddt_then_length	P50938
CLS000612	P51234	66.72	621	1	P51234	plddt_then_length	P51234
CLS000613	P52138	76.70	567	1	P52138	plddt_then_length	P52138
CLS000614	P53061	51.19	704	2	P53061	plddt_then_length	A6ZTU2;P53061
CLS000615	P53189	70.02	542	1	P53189	plddt_then_length	P53189
CLS000616	P53226	44.78	547	1	P53226	plddt_then_length	P53226
CLS000617	P53248	86.84	589	1	P53248	plddt_then_length	P53248
CLS000618	P53253	58.77	936	1	P53253	plddt_then_length	P53253
CLS000619	P53278	64.92	816	1	P53278	plddt_then_length	P53278
CLS000620	P53280	70.43	1122	1	P53280	plddt_then_length	P53280
CLS000621	P53628	68.40	566	1	P53628	plddt_then_length	P53628
CLS000622	P53735	64.20	605	1	P53735	plddt_then_length	P53735
CLS000623	A6ZRG6	76.82	661	2	P53835	plddt_then_length	A6ZRG6;P53835
CLS000624	P53858	50.33	892	1	P53858	plddt_then_length	P53858
CLS000625	P53870	84.02	558	1	P53870	plddt_then_length	P53870
CLS000626	P53882	51.54	636	8	P53882	plddt_then_length	A6ZRQ9;B3LP27;B5VQN1;C7GTF0;C8ZG52;E7KH03;E7QJS8;P53882
CLS000627	P53886	66.90	1748	1	P53886	plddt_then_length	P53886
CLS000628	P53907	57.74	740	1	P53907	plddt_then_length	P53907
CLS000629	P53963	34.48	612	2	P53976	plddt_then_length	P53963;P53976
CLS000630	P54341	88.22	687	1	P54341	plddt_then_length	P54341
CLS000631	P54360	74.98	583	1	P54360	plddt_then_length	P54360
CLS000632	P54682	46.95	850	1	P54682	plddt_then_length	P54682
CLS000633	P54704	65.97	532	1	P54704	plddt_then_length	P54704
CLS000634	P55382	87.52	606	1	P55382	plddt_then_length	P55382
CLS000635	P55385	88.61	517	1	P55385	plddt_then_length	P55385
CLS000636	P55492	87.87	703	1	P55492	plddt_then_length	P55492
CLS000637	P55517	84.80	1039	1	P55517	plddt_then_length	P55517
CLS000638	P55524	80.74	549	1	P55524	plddt_then_length	P55524
CLS000639	P55558	89.55	522	1	P55558	plddt_then_length	P55558
CLS000640	P55583	92.73	662	1	P55583	plddt_then_length	P55583
CLS000641	P55687	88.13	513	1	P55687	plddt_then_length	P55687
CLS000642	P55801	79.54	532	1	P55801	plddt_then_length	P55801
CLS000643	P55802	76.76	548	1	P55802	plddt_then_length	P55802
CLS000644	P56370	64.16	819	1	P56370	plddt_then_length	P56370
CLS000645	P13126	70.24	1036	2	P56867	plddt_then_length	P13126;P56867
CLS000646	P57189	76.32	970	1	P57189	plddt_then_length	P57189
CLS000647	P57678	84.52	1058	1	P57678	plddt_then_length	P57678
CLS000648	P57679	73.58	992	1	P57679	plddt_then_length	P57679
CLS000649	P57680	72.89	1005	1	P57680	plddt_then_length	P57680
CLS000650	P58145	74.19	519	1	P58145	plddt_then_length	P58145
CLS000651	P59222	64.69	833	2	P59222	plddt_then_length	P59222;Q96GP6
CLS000652	Q9LME2	75.04	871	2	P61430	plddt_then_length	P61430;Q9LME2
CLS000653	Q9H0W5	46.06	538	3	P62521	plddt_then_length	D3YZV8;P62521;Q9H0W5
CLS000654	P9WLI2	70.45	512	3	P64954	plddt_then_length	P64954;P9WLI2;P9WLI3
CLS000655	P70486	51.42	527	1	P70486	plddt_then_length	P70486
CLS000656	P75175	35.95	839	1	P75175	plddt_then_length	P75175
CLS000657	P75183	57.03	997	1	P75183	plddt_then_length	P75183
CLS000658	P75310	66.43	1033	1	P75310	plddt_then_length	P75310
CLS000659	P75369	85.98	542	1	P75369	plddt_then_length	P75369
CLS000660	P75405	39.52	1140	1	P75405	plddt_then_length	P75405
CLS000661	P75422	47.45	534	1	P75422	plddt_then_length	P75422
CLS000662	P75443	56.40	741	1	P75443	plddt_then_length	P75443
CLS000663	P75471	58.32	1818	1	P75471	plddt_then_length	P75471
CLS000664	P76361	85.60	510	1	P76361	plddt_then_length	P76361
CLS000665	P78395	81.77	509	1	P78395	plddt_then_length	P78395
CLS000666	P78953	50.72	920	1	P78953	plddt_then_length	P78953
CLS000667	P25578	88.42	521	2	P79001	plddt_then_length	P25578;P79001
CLS000668	P81182	74.58	1454	1	P81182	plddt_then_length	P81182
CLS000669	P81701	94.21	557	1	P81701	plddt_then_length	P81701
CLS000670	P83474	44.78	571	1	P83474	plddt_then_length	P83474
CLS000671	P84996	45.13	626	1	P84996	plddt_then_length	P84996
CLS000672	P86732	63.31	507	1	P86732	plddt_then_length	P86732
CLS000673	P87159	51.08	681	1	P87159	plddt_then_length	P87159
CLS000674	P87200	87.05	671	1	P87200	plddt_then_length	P87200
CLS000675	P87244	61.26	759	1	P87244	plddt_then_length	P87244
