uniprot	cluster_id	representative
P35827	CLS000512	P35827
P36084	CLS000513	P36084
P36085	CLS000514	P36085
P36111	CLS000515	P36111
P36148	CLS000516	P36148
P36417	CLS000517	P36417
P36495	CLS000518	P36495
P38213	CLS000519	P38213
P38222	CLS000520	P38222
A6ZKY8	CLS000521	A6ZKY8
P38228	CLS000521	A6ZKY8
P38229	CLS000522	P38229
P38277	CLS000523	P38277
P38280	CLS000524	P38280
P38285	CLS000525	P38285
P38299	CLS000526	P38299
P38308	CLS000527	P38308
P38321	CLS000528	P38321
P38330	CLS000529	P38330
Q6FML6	CLS000529	P38330
P38335	CLS000530	P38335
P38338	CLS000531	P38338
P38586	CLS000532	P38586
P38731	CLS000533	P38731
P39980	CLS000533	P38731
P38732	CLS000534	P38732
P38739	CLS000535	P38739
P38775	CLS000536	P38775
P38818	CLS000537	P38818
P38835	CLS000538	P38835
P38871	CLS000539	P38871
P38882	CLS000540	P38882
P38900	CLS000541	P38900
P38966	CLS000542	P38966
P39011	CLS000543	P39011
P39336	CLS000544	P39336
P39391	CLS000545	P39391
P39393	CLS000546	P39393
P39523	CLS000547	P39523
P39690	CLS000548	P39690
P39705	CLS000549	P39705
P39717	CLS000550	P39717
P39732	CLS000551	P39732
P39991	CLS000552	P39991
P40020	CLS000553	P40020
A6ZQY2	CLS000554	P40021
P40021	CLS000554	P40021
P40077	CLS000555	P40077
P40095	CLS000556	P40095
P40357	CLS000557	P40357
Q6FY22	CLS000557	P40357
P40368	CLS000558	P40368
P40489	CLS000559	P40489
P40497	CLS000560	P40497
P40523	CLS000561	P40523
P40534	CLS000562	P40534
P40547	CLS000563	P40547
P40688	CLS000564	P40688
P40954	CLS000565	P40954
P40960	CLS000566	P40960
P41046	CLS000567	P41046
P41395	CLS000568	P41395
P41698	CLS000569	P41698
P41809	CLS000570	P41809
P41954	CLS000571	P41954
P41993	CLS000572	P41993
P42073	CLS000573	P42073
P42173	CLS000574	P42173
P42286	CLS000575	P42286
Q6V3W0	CLS000575	P42286
P42835	CLS000576	P42835
P43243	CLS000577	P43244
P43244	CLS000577	P43244
Q8K310	CLS000577	P43244
P43579	CLS000578	P43579
P43597	CLS000579	P43597
P43606	CLS000580	P43606
P43611	CLS000581	P43611
P43638	CLS000582	P43638
P44242	CLS000583	P44242
P45970	CLS000584	P45970
P45972	CLS000585	P45972
P46064	CLS000586	P46064
P46589	CLS000587	P46589
P46676	CLS000588	P46676
P46679	CLS000589	P46679
P46945	CLS000590	P46945
P46949	CLS000591	P46949
A6ZUK8	CLS000592	A6ZUK8
P46951	CLS000592	A6ZUK8
A6ZQF3	CLS000593	P46987
P46987	CLS000593	P46987
P47046	CLS000594	P47046
P47050	CLS000595	P47050
P47069	CLS000596	P47069
P47084	CLS000597	P47084
A6ZPZ1	CLS000598	P47101
P47101	CLS000598	P47101
P47107	CLS000599	P47107
P47113	CLS000600	P47113
P47171	CLS000601	P47171
P47460	CLS000602	P47460
P47483	CLS000603	P47483
P75441	CLS000603	P47483
P47484	CLS000604	P47484
P75440	CLS000604	P47484
P47533	CLS000605	P47533
P47653	CLS000606	P47653
P47655	CLS000607	P47655
P47661	CLS000608	P47661
P50089	CLS000609	P50089
P50109	CLS000610	P50109
P50938	CLS000611	P50938
P51234	CLS000612	P51234
P52138	CLS000613	P52138
A6ZTU2	CLS000614	P53061
P53061	CLS000614	P53061
P53189	CLS000615	P53189
P53226	CLS000616	P53226
P53248	CLS000617	P53248
P53253	CLS000618	P53253
P53278	CLS000619	P53278
P53280	CLS000620	P53280
P53628	CLS000621	P53628
P53735	CLS000622	P53735
A6ZRG6	CLS000623	A6ZRG6
P53835	CLS000623	A6ZRG6
P53858	CLS000624	P53858
P53870	CLS000625	P53870
A6ZRQ9	CLS000626	P53882
B3LP27	CLS000626	P53882
B5VQN1	CLS000626	P53882
C7GTF0	CLS000626	P53882
C8ZG52	CLS000626	P53882
E7KH03	CLS000626	P53882
E7QJS8	CLS000626	P53882
P53882	CLS000626	P53882
P53886	CLS000627	P53886
P53907	CLS000628	P53907
P53963	CLS000629	P53963
P53976	CLS000629	P53963
P54341	CLS000630	P54341
P54360	CLS000631	P54360
P54682	CLS000632	P54682
P54704	CLS000633	P54704
P55382	CLS000634	P55382
P55385	CLS000635	P55385
P55492	CLS000636	P55492
P55517	CLS000637	P55517
P55524	CLS000638	P55524
P55558	CLS000639	P55558
P55583	CLS000640	P55583
P55687	CLS000641	P55687
P55801	CLS000642	P55801
P55802	CLS000643	P55802
P56370	CLS000644	P56370
P13126	CLS000645	P13126
P56867	CLS000645	P13126
P57189	CLS000646	P57189
P57678	CLS000647	P57678
P57679	CLS000648	P57679
P57680	CLS000649	P57680
P58145	CLS000650	P58145
P59222	CLS000651	P59222
Q96GP6	CLS000651	P59222
P61430	CLS000652	Q9LME2
Q9LME2	CLS000652	Q9LME2
D3YZV8	CLS000653	Q9H0W5
P62521	CLS000653	Q9H0W5
Q9H0W5	CLS000653	Q9H0W5
P64954	CLS000654	P9WLI2
P9WLI2	CLS000654	P9WLI2
P9WLI3	CLS000654	P9WLI2
P70486	CLS000655	P70486
P75175	CLS000656	P75175
P75183	CLS000657	P75183
P75310	CLS000658	P75310
P75369	CLS000659	P75369
P75405	CLS000660	P75405
P75422	CLS000661	P75422
P75443	CLS000662	P75443
P75471	CLS000663	P75471
P76361	CLS000664	P76361
P78395	CLS000665	P78395
P78953	CLS000666	P78953
P25578	CLS000667	P25578
P79001	CLS000667	P25578
P81182	CLS000668	P81182
P81701	CLS000669	P81701
P83474	CLS000670	P83474
P84996	CLS000671	P84996
P86732	CLS000672	P86732
P87159	CLS000673	P87159
P87200	CLS000674	P87200
P87244	CLS000675	P87244
P87245	CLS000676	P87245
P87315	CLS000677	P87315
P91349	CLS000678	P91349
P91859	CLS000679	P91859
P93203	CLS000680	P93203
Q9M7J4	CLS000680	P93203
P96644	CLS000681	P96644
P97399	CLS000682	P97399
P9WJC0	CLS000683	P9WJC1
P9WJC1	CLS000683	P9WJC1
Q00042	CLS000684	Q00042
Q00312	CLS000685	Q00312
Q5ABZ2	CLS000685	Q00312
Q00925	CLS000686	Q00925
Q01113	CLS000687	Q01113
Q01456	CLS000688	Q01456
Q01722	CLS000689	Q01722
Q01962	CLS000690	Q01962
Q02308	CLS000691	Q02308
Q02335	CLS000692	Q02335
Q02910	CLS000693	Q02910
Q03124	CLS000694	Q03124
Q03361	CLS000695	Q03361
Q03465	CLS000696	Q03465
Q03569	CLS000697	Q95QJ7
Q95QJ7	CLS000697	Q95QJ7
Q03631	CLS000698	Q03631
Q03661	CLS000699	Q03661
Q03714	CLS000700	Q03714
Q03722	CLS000701	Q03722
Q03780	CLS000702	Q03780
Q03792	CLS000703	Q03792
Q03823	CLS000704	Q03823
A6ZMM2	CLS000705	Q03824
Q03824	CLS000705	Q03824
Q03862	CLS000706	Q6FL44
Q6FL44	CLS000706	Q6FL44
Q03899	CLS000707	Q03899
Q04007	CLS000708	Q04007
Q04233	CLS000709	Q04233
Q04279	CLS000710	Q04279
Q04433	CLS000711	Q04433
Q04748	CLS000712	Q04748
Q04847	CLS000713	Q04847
Q04893	CLS000714	Q04893
Q04974	CLS000715	Q04974
Q05670	CLS000716	Q05670
Q05812	CLS000717	Q05812
Q05934	CLS000718	Q05934
Q05AL1	CLS000719	Q05AL1
Q9DBR3	CLS000719	Q05AL1
Q06150	CLS000720	Q06150
Q06211	CLS000721	Q06211
Q06339	CLS000722	Q06339
Q06479	CLS000723	Q06479
Q06604	CLS000724	Q06604
Q06820	CLS000725	Q06820
Q06FN2	CLS000726	Q06FN2
Q06J46	CLS000727	Q06J46
Q07653	CLS000728	Q07653
Q07834	CLS000729	Q07834
Q08014	CLS000730	Q08014
Q08118	CLS000731	Q08118
Q08119	CLS000732	Q08119
Q08206	CLS000733	Q08206
P55937	CLS000734	P55937
Q08378	CLS000734	P55937
Q08471	CLS000735	Q08471
A6ZP80	CLS000736	E7KUJ4
B3LJR0	CLS000736	E7KUJ4
B5VSC3	CLS000736	E7KUJ4
C8ZGZ3	CLS000736	E7KUJ4
E7KIA3	CLS000736	E7KUJ4
E7KUJ4	CLS000736	E7KUJ4
E7NMM0	CLS000736	E7KUJ4
E7QKX4	CLS000736	E7KUJ4
Q08645	CLS000736	E7KUJ4
Q08675	CLS000737	Q08675
Q08696	CLS000738	Q08696
Q08818	CLS000739	Q08818
Q08886	CLS000740	Q08886
Q08887	CLS000741	Q08887
Q08912	CLS000742	Q08912
Q08949	CLS000743	Q08949
Q08961	CLS000744	Q08961
P03874	CLS000745	P03874
Q08996	CLS000745	P03874
Q08AA9	CLS000746	Q08AA9
Q08B20	CLS000747	Q08B20
Q08BT5	CLS000748	Q6P6Y1
Q148V7	CLS000748	Q6P6Y1
Q6P6Y1	CLS000748	Q6P6Y1
Q9P260	CLS000748	Q6P6Y1
Q08C99	CLS000749	Q08C99
Q08CF3	CLS000750	Q08CF3
A4IFB6	CLS000751	A4IFB6
Q08CL8	CLS000751	A4IFB6
Q4R350	CLS000751	A4IFB6
Q5XIA4	CLS000751	A4IFB6
Q5ZIW2	CLS000751	A4IFB6
Q6DE97	CLS000751	A4IFB6
Q6NU53	CLS000751	A4IFB6
Q8BH15	CLS000751	A4IFB6
Q9H9A5	CLS000751	A4IFB6
Q09231	CLS000752	Q09231
Q09259	CLS000753	Q09259
Q09279	CLS000754	Q09279
Q09281	CLS000755	Q09281
Q09288	CLS000756	Q09288
A8X7Z3	CLS000757	Q09313
Q09313	CLS000757	Q09313
Q09314	CLS000758	Q09314
Q09346	CLS000759	Q09346
Q09509	CLS000760	Q09509
Q09550	CLS000761	Q09550
Q09560	CLS000762	Q09560
Q09609	CLS000763	Q09609
Q09950	CLS000764	Q09950
Q0CF67	CLS000765	Q0CF67
Q0DY81	CLS000766	Q0DY81
Q0IEK6	CLS000767	Q0IEK6
Q0JJ05	CLS000768	Q0JJ05
Q0P3P6	CLS000769	Q0P3P6
Q0VAV2	CLS000770	Q0VAV2
Q0VBY1	CLS000771	Q0VBY1
Q9D478	CLS000771	Q0VBY1
Q9ULJ1	CLS000771	Q0VBY1
Q0VD83	CLS000772	Q0VD83
Q0VFN8	CLS000773	Q0VFN8
Q0VG85	CLS000774	Q0VG85
Q0WPK4	CLS000775	Q0WPK4
Q0WQ57	CLS000776	Q0WQ57
Q9SU08	CLS000776	Q0WQ57
Q10030	CLS000777	Q10030
Q10136	CLS000778	Q10136
Q10302	CLS000779	Q10302
Q10303	CLS000780	Q10303
Q10310	CLS000781	Q10310
Q10340	CLS000782	Q10340
Q10411	CLS000783	Q10411
Q10432	CLS000784	Q10432
Q10444	CLS000785	Q10444
D3YWE6	CLS000786	Q10571
Q10571	CLS000786	Q10571
Q10573	CLS000787	Q10573
Q9GNN7	CLS000787	Q10573
Q10665	CLS000788	Q10665
Q10668	CLS000789	Q10668
Q10951	CLS000790	Q10951
A8X811	CLS000791	A8X811
Q10953	CLS000791	A8X811
Q11103	CLS000792	Q11103
Q11107	CLS000793	Q11107
Q11114	CLS000794	Q11114
Q11178	CLS000795	Q11178
Q11194	CLS000796	Q11194
Q12027	CLS000797	Q12027
Q12050	CLS000798	Q12050
Q12071	CLS000799	Q12071
Q12072	CLS000800	Q12072
Q12202	CLS000801	Q12202
Q03016	CLS000802	Q12276
Q12276	CLS000802	Q12276
Q12301	CLS000803	Q12301
Q12348	CLS000804	Q12348
Q12411	CLS000805	Q12411
Q12433	CLS000806	Q12433
Q12453	CLS000807	Q12453
Q12734	CLS000808	Q12734
Q12748	CLS000809	Q12748
P0C6A2	CLS000810	P0C6A2
Q13495	CLS000810	P0C6A2
Q13SL2	CLS000811	Q13SL2
Q14264	CLS000812	Q14264
Q14392	CLS000813	Q14392
Q14515	CLS000814	Q14515
Q14563	CLS000815	Q14563
Q63548	CLS000815	Q14563
Q9W7J1	CLS000815	Q14563
Q14766	CLS000816	Q14766
Q148V8	CLS000817	Q148V8
Q149B8	CLS000818	Q149B8
Q14AT5	CLS000819	Q14AT5
Q6IFT6	CLS000819	Q14AT5
Q14DK4	CLS000820	Q14DK4
Q14FB0	CLS000821	Q9JX92
Q19V60	CLS000821	Q9JX92
Q2PMM9	CLS000821	Q9JX92
Q2QD43	CLS000821	Q9JX92
Q31849	CLS000821	Q9JX92
Q32007	CLS000821	Q9JX92
Q32126	CLS000821	Q9JX92
Q32238	CLS000821	Q9JX92
Q32880	CLS000821	Q9JX92
Q32RH9	CLS000821	Q9JX92
Q3V4Y7	CLS000821	Q9JX92
Q49KV1	CLS000821	Q9JX92
Q4UK27	CLS000821	Q9JX92
Q55429	CLS000821	Q9JX92
Q5SCZ9	CLS000821	Q9JX92
Q68RV9	CLS000821	Q9JX92
Q68VV7	CLS000821	Q9JX92
Q6YXQ6	CLS000821	Q9JX92
Q70XW6	CLS000821	Q9JX92
Q7YJT6	CLS000821	Q9JX92
Q8M9U5	CLS000821	Q9JX92
Q92G97	CLS000821	Q9JX92
Q9BBP6	CLS000821	Q9JX92
Q9JX92	CLS000821	Q9JX92
Q9M3J4	CLS000821	Q9JX92
Q9MUK8	CLS000821	Q9JX92
Q9TL56	CLS000821	Q9JX92
Q9TLA3	CLS000821	Q9JX92
Q9TLC2	CLS000821	Q9JX92
Q14GR4	CLS000822	Q14GR4
Q2A2B1	CLS000822	Q14GR4
Q47VY2	CLS000822	Q14GR4
Q14HS5	CLS000823	Q14HS5
Q2A2U4	CLS000823	Q14HS5
Q5NGC3	CLS000823	Q14HS5
Q15025	CLS000824	Q15025
Q15517	CLS000825	Q5TM45
Q5TM45	CLS000825	Q5TM45
Q7TPC1	CLS000825	Q5TM45
Q7YR44	CLS000825	Q5TM45
Q15554	CLS000826	Q15554
Q15643	CLS000827	Q15643
Q15650	CLS000828	Q15650
Q15652	CLS000829	Q15652
Q15723	CLS000830	Q15723
Q9Z2U4	CLS000830	Q15723
Q15QR9	CLS000831	Q31X95
Q1LTQ0	CLS000831	Q31X95
Q1QZX5	CLS000831	Q31X95
Q1R7W4	CLS000831	Q31X95
Q31X95	CLS000831	Q31X95
Q32CJ6	CLS000831	Q31X95
Q3KH79	CLS000831	Q31X95
Q47DJ8	CLS000831	Q31X95
Q47WN0	CLS000831	Q31X95
Q4KHE3	CLS000831	Q31X95
Q4QML2	CLS000831	Q31X95
Q4ZWP5	CLS000831	Q31X95
Q57KL5	CLS000831	Q31X95
Q5E7G7	CLS000831	Q31X95
Q5NEV8	CLS000831	Q31X95
Q5NYP9	CLS000831	Q31X95
Q5QUB6	CLS000831	Q31X95
Q65QA9	CLS000831	Q31X95
Q66EB5	CLS000831	Q31X95
Q6LMU0	CLS000831	Q31X95
Q7NRW7	CLS000831	Q31X95
Q87LQ9	CLS000831	Q31X95
Q88ME7	CLS000831	Q31X95
Q8Y093	CLS000831	Q31X95
Q8ZBQ3	CLS000831	Q31X95
Q9HY08	CLS000831	Q31X95
Q9JWT7	CLS000831	Q31X95
Q9JX94	CLS000831	Q31X95
Q9S6P8	CLS000831	Q31X95
Q15UM1	CLS000832	Q6LSZ7
Q31GU1	CLS000832	Q6LSZ7
Q480H5	CLS000832	Q6LSZ7
Q48LT7	CLS000832	Q6LSZ7
Q5E3Z7	CLS000832	Q6LSZ7
Q6LSZ7	CLS000832	Q6LSZ7
Q15XV2	CLS000833	Q15XV2
Q162C5	CLS000834	Q162C5
Q2IQY5	CLS000834	Q162C5
Q16363	CLS000835	Q16363
Q16666	CLS000836	Q16666
Q166E0	CLS000837	Q166E0
Q98KC4	CLS000837	Q166E0
Q16825	CLS000838	Q62136
Q62136	CLS000838	Q62136
Q16960	CLS000839	Q16960
Q66HC9	CLS000839	Q16960
Q9GZS0	CLS000839	Q16960
Q16992	CLS000840	Q16992
Q16HE8	CLS000841	Q16HE8
Q17298	CLS000842	Q17298
Q17307	CLS000843	Q9NIW4
Q9NIW4	CLS000843	Q9NIW4
Q17336	CLS000844	Q17336
Q17430	CLS000845	Q17430
Q17635	CLS000846	Q17635
Q17768	CLS000847	Q17768
Q17771	CLS000848	Q17771
Q17800	CLS000849	Q17800
Q17865	CLS000850	Q17865
Q17BU3	CLS000851	Q28WQ1
Q28WQ1	CLS000851	Q28WQ1
Q60575	CLS000851	Q28WQ1
Q17PR1	CLS000852	Q17PR1
Q17Q32	CLS000853	Q17Q32
Q17RP2	CLS000854	Q17RP2
Q17XL1	CLS000855	Q17XL1
Q17ZF3	CLS000856	Q17ZF3
Q2K7T4	CLS000856	Q17ZF3
Q18007	CLS000857	Q18007
Q18164	CLS000858	Q18164
Q18192	CLS000859	Q18192
Q18237	CLS000860	Q18237
Q18297	CLS000861	Q18297
Q18406	CLS000862	Q18406
Q18411	CLS000863	Q617Y0
Q617Y0	CLS000863	Q617Y0
Q18452	CLS000864	Q18452
Q18486	CLS000865	Q18486
Q18508	CLS000866	Q18508
Q18563	CLS000867	Q18563
Q18600	CLS000868	Q18600
Q18673	CLS000869	Q18673
Q9W436	CLS000869	Q18673
Q18695	CLS000870	Q18695
Q18775	CLS000871	Q18775
Q187T6	CLS000872	Q3YSJ8
Q1G938	CLS000872	Q3YSJ8
Q1IN52	CLS000872	Q3YSJ8
Q1MRT4	CLS000872	Q3YSJ8
Q24X61	CLS000872	Q3YSJ8
Q2YXR9	CLS000872	Q3YSJ8
Q31F87	CLS000872	Q3YSJ8
Q3YSJ8	CLS000872	Q3YSJ8
Q4L5Z9	CLS000872	Q3YSJ8
Q5FHE8	CLS000872	Q3YSJ8
Q5HGD6	CLS000872	Q3YSJ8
Q5HPP5	CLS000872	Q3YSJ8
Q65JE2	CLS000872	Q3YSJ8
Q6HF46	CLS000872	Q3YSJ8
Q895H2	CLS000872	Q3YSJ8
Q92BV3	CLS000872	Q3YSJ8
Q9KAC0	CLS000872	Q3YSJ8
Q18892	CLS000873	Q61WP7
Q61WP7	CLS000873	Q61WP7
Q18919	CLS000874	Q18919
Q18990	CLS000875	Q18990
Q189Q7	CLS000876	Q189Q7
Q18B68	CLS000877	Q18B68
Q2A3D3	CLS000877	Q18B68
Q18CN0	CLS000878	Q18CN0
Q18CW0	CLS000879	Q18CW0
Q18E75	CLS000880	Q18E75
Q18ER3	CLS000881	Q18ER3
Q18GW3	CLS000882	Q3ITY7
Q3ITY7	CLS000882	Q3ITY7
Q9HN97	CLS000882	Q3ITY7
Q18JG3	CLS000883	Q18JG3
Q19040	CLS000884	Q19040
Q19124	CLS000885	Q19124
Q19131	CLS000886	Q19131
Q19204	CLS000887	Q19204
Q19238	CLS000888	Q19238
Q19329	CLS000889	Q19329
Q19345	CLS000890	Q19345
Q19426	CLS000891	Q19426
Q19493	CLS000892	Q19493
Q19537	CLS000893	Q19537
Q19617	CLS000894	Q19617
Q19642	CLS000895	Q19642
Q19673	CLS000896	Q19673
Q19753	CLS000897	Q19753
Q19787	CLS000898	Q19787
Q19842	CLS000899	Q19842
Q612F5	CLS000899	Q19842
Q19848	CLS000900	Q19848
Q19954	CLS000901	Q19954
Q19969	CLS000902	Q19969
Q19AZ8	CLS000903	Q19AZ8
Q1ACN4	CLS000904	Q1ACN4
Q1ACN5	CLS000905	Q1ACN5
Q1AVJ6	CLS000906	Q5KV94
Q2YSH6	CLS000906	Q5KV94
Q4L4H8	CLS000906	Q5KV94
Q5KV94	CLS000906	Q5KV94
Q6GIN8	CLS000906	Q5KV94
Q99VM2	CLS000906	Q5KV94
Q1AVV0	CLS000907	Q1AVV0
Q5FUC2	CLS000907	Q1AVV0
Q1AWG4	CLS000908	Q1AWG4
Q1AZ75	CLS000909	Q1D0P7
Q1D0P7	CLS000909	Q1D0P7
Q1B6R7	CLS000910	Q1B6R7
Q1B9I0	CLS000911	Q5YTJ9
Q5YTJ9	CLS000911	Q5YTJ9
Q8FT23	CLS000911	Q5YTJ9
Q9CCT0	CLS000911	Q5YTJ9
Q1B9T4	CLS000912	Q2IJC0
Q1MRV8	CLS000912	Q2IJC0
Q2IJC0	CLS000912	Q2IJC0
Q30Y11	CLS000912	Q2IJC0
Q3A4P3	CLS000912	Q2IJC0
Q728R5	CLS000912	Q2IJC0
Q74D04	CLS000912	Q2IJC0
Q83GK5	CLS000912	Q2IJC0
Q8NPZ0	CLS000912	Q2IJC0
Q1BA76	CLS000913	Q2J735
Q2J735	CLS000913	Q2J735
Q53597	CLS000913	Q2J735
Q6NGP1	CLS000913	Q2J735
Q9CCF8	CLS000913	Q2J735
Q1BB26	CLS000914	Q1BB26
Q5YNY7	CLS000914	Q1BB26
Q73V97	CLS000914	Q1BB26
Q1BBA2	CLS000915	Q1BBA2
Q1BE13	CLS000916	Q73SM1
Q5YPA6	CLS000916	Q73SM1
Q73SM1	CLS000916	Q73SM1
Q7U1S4	CLS000916	Q73SM1
Q1BES7	CLS000917	Q1BES7
Q1BGA7	CLS000918	Q1BGA7
Q1BGC0	CLS000919	Q1BGC0
Q1BQ82	CLS000919	Q1BGC0
Q399X3	CLS000919	Q1BGC0
Q1BHQ1	CLS000920	Q1BHQ1
Q2SXA6	CLS000920	Q1BHQ1
Q39EX8	CLS000920	Q1BHQ1
Q62J26	CLS000920	Q1BHQ1
Q1BKI8	CLS000921	Q492E3
Q2NS49	CLS000921	Q492E3
Q492E3	CLS000921	Q492E3
Q6D2L3	CLS000921	Q492E3
Q88NF9	CLS000921	Q492E3
Q8D1V2	CLS000921	Q492E3
Q8FFQ5	CLS000921	Q492E3
Q8UH73	CLS000921	Q492E3
Q8XRL7	CLS000921	Q492E3
Q1BYN6	CLS000922	Q1BYN6
Q63RF6	CLS000922	Q1BYN6
Q1BZ33	CLS000923	Q1BZ33
Q1H4G7	CLS000923	Q1BZ33
Q1LRB3	CLS000923	Q1BZ33
Q475R4	CLS000923	Q1BZ33
Q5F6T1	CLS000923	Q1BZ33
Q7P0M1	CLS000923	Q1BZ33
Q1BZN5	CLS000924	Q2T2K1
Q2T2K1	CLS000924	Q2T2K1
Q3JXS0	CLS000924	Q2T2K1
Q62FV6	CLS000924	Q2T2K1
Q1C259	CLS000925	Q1C259
Q7CLB2	CLS000925	Q1C259
Q1C7J2	CLS000926	Q6D4W6
Q1CIX8	CLS000926	Q6D4W6
Q1RGD6	CLS000926	Q6D4W6
Q32K30	CLS000926	Q6D4W6
Q66AF7	CLS000926	Q6D4W6
Q6D4W6	CLS000926	Q6D4W6
Q87FK5	CLS000926	Q6D4W6
Q8FL88	CLS000926	Q6D4W6
Q1CBU1	CLS000927	Q8ZAA1
Q8ZAA1	CLS000927	Q8ZAA1
Q1CDL4	CLS000928	Q1CDL4
Q664I3	CLS000928	Q1CDL4
Q1CE35	CLS000929	Q83P94
Q57GV4	CLS000929	Q83P94
Q5PJ05	CLS000929	Q83P94
Q66FN0	CLS000929	Q83P94
Q83P94	CLS000929	Q83P94
Q8FAZ0	CLS000929	Q83P94
Q8X5T7	CLS000929	Q83P94
Q8Z1R2	CLS000929	Q83P94
Q8ZJ73	CLS000929	Q83P94
Q1CHK2	CLS000930	Q1CHK2
Q668V1	CLS000930	Q1CHK2
Q1C6T8	CLS000931	Q1CI76
Q1CI76	CLS000931	Q1CI76
Q1C744	CLS000932	Q1CIH9
Q1CIH9	CLS000932	Q1CIH9
Q17ZG3	CLS000933	Q17ZG3
Q1CRK7	CLS000933	Q17ZG3
Q1CS51	CLS000934	Q1CS51
Q1CSQ2	CLS000935	Q1CSQ2
Q1CT48	CLS000936	Q1CT48
Q1CV33	CLS000937	Q1CV33
Q1CW46	CLS000938	Q1CW46
Q1CW50	CLS000939	Q1CW50
Q1D098	CLS000940	Q1D098
Q1D3G4	CLS000941	Q1D3G4
Q1D513	CLS000942	Q1D513
Q1D568	CLS000943	Q1D568
Q1D5J6	CLS000944	Q3ACA5
Q39VR6	CLS000944	Q3ACA5
Q3ACA5	CLS000944	Q3ACA5
Q3BVY0	CLS000944	Q3ACA5
Q4US90	CLS000944	Q3ACA5
Q9PCR2	CLS000944	Q3ACA5
Q1D6K1	CLS000945	Q1D6K1
Q1D7R9	CLS000946	Q1D7R9
Q1D9W9	CLS000947	Q1D9W9
Q1DB00	CLS000948	Q1DB00
Q1DHE5	CLS000949	Q1DHE5
Q1DHH9	CLS000950	Q1DHH9
Q1DHP3	CLS000951	Q1DHP3
Q1DKI1	CLS000952	Q1DKI1
Q1DLC7	CLS000953	Q2H0D3
Q2H0D3	CLS000953	Q2H0D3
Q4WA15	CLS000953	Q2H0D3
Q5BAE9	CLS000953	Q2H0D3
Q7S8J1	CLS000953	Q2H0D3
Q1DM35	CLS000954	Q1DM35
Q1DQC1	CLS000955	Q1DQC1
Q4WG58	CLS000955	Q1DQC1
Q1DS65	CLS000956	Q1DS65
Q1DW80	CLS000957	Q1DW80
Q1DXS8	CLS000958	Q1DXS8
Q1DXU0	CLS000959	Q1DXU0
Q2UKG6	CLS000959	Q1DXU0
Q7RWT1	CLS000959	Q1DXU0
Q1DY54	CLS000960	Q6BRJ9
Q6BRJ9	CLS000960	Q6BRJ9
Q7SH49	CLS000960	Q6BRJ9
Q1DZE0	CLS000961	Q75EN3
Q4X180	CLS000961	Q75EN3
Q5B0L1	CLS000961	Q75EN3
Q75EN3	CLS000961	Q75EN3
Q1E145	CLS000962	Q1E145
Q1E4N0	CLS000963	Q1E4N0
Q2UBI2	CLS000963	Q1E4N0
Q1E5A9	CLS000964	Q5BDG8
Q4WCL2	CLS000964	Q5BDG8
Q5BDG8	CLS000964	Q5BDG8
Q7SDN3	CLS000964	Q5BDG8
Q1E6Q0	CLS000965	Q1E6Q0
Q1E702	CLS000966	Q1E702
Q1E736	CLS000967	Q1E736
A1CI53	CLS000968	Q0CQS4
A1CWM3	CLS000968	Q0CQS4
A2QJ14	CLS000968	Q0CQS4
A6QWA0	CLS000968	Q0CQS4
B0Y6V2	CLS000968	Q0CQS4
Q0CQS4	CLS000968	Q0CQS4
Q1E7G6	CLS000968	Q0CQS4
Q2UJS0	CLS000968	Q0CQS4
Q4WQ14	CLS000968	Q0CQS4
Q5B1G6	CLS000968	Q0CQS4
Q1E878	CLS000969	Q1E878
Q4WHP5	CLS000969	Q1E878
Q7S6J4	CLS000969	Q1E878
Q1E9Q9	CLS000970	Q1E9Q9
Q1ECZ4	CLS000971	Q1ECZ4
Q1ERI1	CLS000972	Q1ERI1
Q1G7W2	CLS000973	Q1G7W2
Q5FMX8	CLS000973	Q1G7W2
Q1G8B5	CLS000974	Q1G8B5
Q5FI54	CLS000974	Q1G8B5
Q1G939	CLS000975	Q5FLX4
Q5FLX4	CLS000975	Q5FLX4
Q74KW0	CLS000975	Q5FLX4
Q1GAB0	CLS000976	Q1GAB0
Q1GCG7	CLS000977	Q1GCG7
Q28VQ6	CLS000977	Q1GCG7
Q2K3R7	CLS000977	Q1GCG7
Q57AV4	CLS000977	Q1GCG7
Q5LWK0	CLS000977	Q1GCG7
Q6G5U2	CLS000977	Q1GCG7
Q8FYD8	CLS000977	Q1GCG7
Q1GCU3	CLS000978	Q1GCU3
Q1GE74	CLS000979	Q1GE74
Q3J5C7	CLS000979	Q1GE74
Q1GR67	CLS000980	Q1GR67
Q1GS43	CLS000981	Q1GS43
Q1GZC1	CLS000982	Q1GZC1
Q1GZD7	CLS000983	Q7W7Q0
Q1IFL1	CLS000983	Q7W7Q0
Q21UG7	CLS000983	Q7W7Q0
Q7W7Q0	CLS000983	Q7W7Q0
Q1H4F2	CLS000984	Q1H4F2
Q1LQS4	CLS000984	Q1H4F2
Q1HDT3	CLS000985	Q9SIT5
Q9SIT5	CLS000985	Q9SIT5
Q1I447	CLS000986	Q9HUL8
Q88DD1	CLS000986	Q9HUL8
Q9HUL8	CLS000986	Q9HUL8
Q1IGK1	CLS000987	Q4KK03
Q4KK03	CLS000987	Q4KK03
Q88AZ4	CLS000987	Q4KK03
